통화코드,적용시작일,매매기준율
JPY,2016-12-29,1036.2
CNY,2016-12-29,174.16
CNY,2016-12-30,173.69
JPY,2016-12-30,1029.51
KRW,2016-12-30,1
USD,2016-12-30,1200
CNY,2017-01-02,173.94
JPY,2017-01-02,1034.03
KRW,2017-01-02,1
USD,2017-01-02,1208
USD,2017-01-03,1204
JPY,2017-01-03,1025.6
KRW,2017-01-03,1
CNY,2017-01-03,173.94
CNY,2017-01-04,173.4
JPY,2017-01-04,1022.45
KRW,2017-01-04,1
USD,2017-01-04,1207
CNY,2017-01-05,172.46
JPY,2017-01-05,1022.55
KRW,2017-01-05,1
USD,2017-01-05,1188
USD,2017-01-06,1192
KRW,2017-01-06,1
JPY,2017-01-06,1028.12
CNY,2017-01-06,171.85
CNY,2017-01-09,173.83
JPY,2017-01-09,1030.08
KRW,2017-01-09,1
USD,2017-01-09,1207
CNY,2017-01-10,173.55
JPY,2017-01-10,1037.11
KRW,2017-01-10,1
USD,2017-01-10,1196
KRW,2017-01-11,1
JPY,2017-01-11,1030.09
USD,2017-01-11,1193
CNY,2017-01-11,173.52
USD,2017-01-12,1184
JPY,2017-01-12,1034.78
KRW,2017-01-12,1
CNY,2017-01-12,171.24
CNY,2017-01-13,170.65
JPY,2017-01-13,1025.51
KRW,2017-01-13,1
USD,2017-01-13,1176
CNY,2017-01-16,170.28
JPY,2017-01-16,1040.46
KRW,2017-01-16,1
USD,2017-01-16,1183
KRW,2017-01-17,1
JPY,2017-01-17,1035.91
USD,2017-01-17,1177
CNY,2017-01-17,171.72
CNY,2017-01-18,169.38
JPY,2017-01-18,1028.24
KRW,2017-01-18,1
USD,2017-01-18,1165
CNY,2017-01-19,172.4
JPY,2017-01-19,1025.71
KRW,2017-01-19,1
USD,2017-01-19,1175
CNY,2017-01-20,171.15
JPY,2017-01-20,1019.38
KRW,2017-01-20,1
USD,2017-01-20,1168
USD,2017-01-23,1167
KRW,2017-01-23,1
JPY,2017-01-23,1029.37
CNY,2017-01-23,170.88
CNY,2017-01-24,169.69
JPY,2017-01-24,1027.66
KRW,2017-01-24,1
USD,2017-01-24,1163
CNY,2017-01-25,170.58
JPY,2017-01-25,1024.02
KRW,2017-01-25,1
USD,2017-01-25,1166
KRW,2017-01-26,1
USD,2017-01-26,1158
JPY,2017-01-26,1021.34
CNY,2017-01-26,168.81
CNY,2017-01-31,170.17
JPY,2017-01-31,1022.46
KRW,2017-01-31,1
USD,2017-01-31,1163
CNY,2017-02-01,167.41
JPY,2017-02-01,1021.38
KRW,2017-02-01,1
USD,2017-02-01,1156
CNY,2017-02-02,167.84
USD,2017-02-02,1147
JPY,2017-02-02,1016.57
KRW,2017-02-02,1
USD,2017-02-03,1148
JPY,2017-02-03,1017.41
KRW,2017-02-03,1
CNY,2017-02-03,166.24
CNY,2017-02-06,165.66
JPY,2017-02-06,1011.33
KRW,2017-02-06,1
USD,2017-02-06,1138
CNY,2017-02-07,165.53
JPY,2017-02-07,1023.12
KRW,2017-02-07,1
USD,2017-02-07,1144
USD,2017-02-08,1145
KRW,2017-02-08,1
JPY,2017-02-08,1018.96
CNY,2017-02-08,166.33
CNY,2017-02-09,166.76
JPY,2017-02-09,1024.4
KRW,2017-02-09,1
USD,2017-02-09,1146
CNY,2017-02-10,167.57
JPY,2017-02-10,1015.48
KRW,2017-02-10,1
USD,2017-02-10,1151
KRW,2017-02-13,1
JPY,2017-02-13,1012.09
USD,2017-02-13,1151
CNY,2017-02-13,166.76
CNY,2017-02-14,167.12
JPY,2017-02-14,1004.32
KRW,2017-02-14,1
USD,2017-02-14,1138
CNY,2017-02-15,165.86
JPY,2017-02-15,996.02
KRW,2017-02-15,1
USD,2017-02-15,1139
USD,2017-02-16,1143
JPY,2017-02-16,1004.48
KRW,2017-02-16,1
CNY,2017-02-16,165.19
CNY,2017-02-17,166.48
JPY,2017-02-17,1010.73
KRW,2017-02-17,1
USD,2017-02-17,1145
CNY,2017-02-20,167.63
JPY,2017-02-20,1015.54
KRW,2017-02-20,1
USD,2017-02-20,1147
JPY,2017-02-21,1009.33
USD,2017-02-21,1147
CNY,2017-02-21,166.76
KRW,2017-02-21,1
KRW,2017-02-22,1
JPY,2017-02-22,1002.46
USD,2017-02-22,1140
CNY,2017-02-22,166.19
CNY,2017-02-23,165.9
JPY,2017-02-23,1003.49
KRW,2017-02-23,1
USD,2017-02-23,1137
CNY,2017-02-24,164.87
JPY,2017-02-24,1000.58
KRW,2017-02-24,1
USD,2017-02-24,1128
KRW,2017-02-27,1
JPY,2017-02-27,1008.42
USD,2017-02-27,1132
CNY,2017-02-27,164.8
CNY,2017-02-28,165.2
JPY,2017-02-28,1003.06
KRW,2017-02-28,1
USD,2017-02-28,1131
CNY,2017-03-02,165.95
JPY,2017-03-02,1001.89
KRW,2017-03-02,1
USD,2017-03-02,1142
CNY,2017-03-03,167.06
JPY,2017-03-03,1009.57
KRW,2017-03-03,1
USD,2017-03-03,1155
USD,2017-03-06,1156
KRW,2017-03-06,1
JPY,2017-03-06,1013.55
CNY,2017-03-06,167.03
CNY,2017-03-07,167.46
JPY,2017-03-07,1006.18
KRW,2017-03-07,1
USD,2017-03-07,1147
USD,2017-03-08,1143
CNY,2017-03-08,166.76
JPY,2017-03-08,1003.03
KRW,2017-03-08,1
USD,2017-03-09,1156
KRW,2017-03-09,1
JPY,2017-03-09,1010.18
CNY,2017-03-09,167.22
USD,2017-03-10,1156
CNY,2017-03-10,167.85
JPY,2017-03-10,1003.86
KRW,2017-03-10,1
KRW,2017-03-13,1
JPY,2017-03-13,996.17
USD,2017-03-13,1144
CNY,2017-03-13,166.15
KRW,2017-03-14,1
JPY,2017-03-14,999.7
USD,2017-03-14,1149
CNY,2017-03-14,166.18
KRW,2017-03-15,1
USD,2017-03-15,1146
JPY,2017-03-15,999.26
CNY,2017-03-15,166.31
CNY,2017-03-16,163.28
JPY,2017-03-16,999.16
KRW,2017-03-16,1
USD,2017-03-16,1133
CNY,2017-03-17,163.82
JPY,2017-03-17,996.52
KRW,2017-03-17,1
USD,2017-03-17,1130
USD,2017-03-20,1123
KRW,2017-03-20,1
JPY,2017-03-20,996.23
CNY,2017-03-20,163.84
CNY,2017-03-21,161.26
JPY,2017-03-21,994.09
KRW,2017-03-21,1
USD,2017-03-21,1118
CNY,2017-03-22,163.07
JPY,2017-03-22,1007.04
KRW,2017-03-22,1
USD,2017-03-22,1123
KRW,2017-03-23,1
JPY,2017-03-23,1008.58
USD,2017-03-23,1122
CNY,2017-03-23,162.44
CNY,2017-03-24,162.94
JPY,2017-03-24,1010.77
KRW,2017-03-24,1
USD,2017-03-24,1122
CNY,2017-03-27,162.42
JPY,2017-03-27,1006.96
KRW,2017-03-27,1
USD,2017-03-27,1114
USD,2017-03-28,1111
KRW,2017-03-28,1
JPY,2017-03-28,1004.11
CNY,2017-03-28,161.66
CNY,2017-03-29,162.35
JPY,2017-03-29,1000.76
KRW,2017-03-29,1
USD,2017-03-29,1113
CNY,2017-03-30,161.4
JPY,2017-03-30,1004.36
KRW,2017-03-30,1
USD,2017-03-30,1116
KRW,2017-03-31,1
JPY,2017-03-31,1001.12
USD,2017-03-31,1119
CNY,2017-03-31,162.43
KRW,2017-04-03,1
USD,2017-04-03,1114
JPY,2017-04-03,1000.54
CNY,2017-04-03,162.34
CNY,2017-04-04,162.34
JPY,2017-04-04,1016.58
KRW,2017-04-04,1
USD,2017-04-04,1122
CNY,2017-04-05,163.35
JPY,2017-04-05,1015.21
KRW,2017-04-05,1
USD,2017-04-05,1125
USD,2017-04-06,1132
KRW,2017-04-06,1
JPY,2017-04-06,1025.13
CNY,2017-04-06,163.61
CNY,2017-04-07,163.97
JPY,2017-04-07,1023.86
KRW,2017-04-07,1
USD,2017-04-07,1135
CNY,2017-04-10,164.78
JPY,2017-04-10,1025.11
KRW,2017-04-10,1
USD,2017-04-10,1141
USD,2017-04-11,1148
KRW,2017-04-11,1
JPY,2017-04-11,1036.43
CNY,2017-04-11,165.73
CNY,2017-04-12,166.28
JPY,2017-04-12,1041.16
KRW,2017-04-12,1
USD,2017-04-12,1142
USD,2017-04-13,1130
CNY,2017-04-13,164.56
JPY,2017-04-13,1035.98
KRW,2017-04-13,1
CNY,2017-04-14,164.74
JPY,2017-04-14,1043.47
KRW,2017-04-14,1
USD,2017-04-14,1139
KRW,2017-04-17,1
JPY,2017-04-17,1047.4
USD,2017-04-17,1137
CNY,2017-04-17,165.72
KRW,2017-04-18,1
JPY,2017-04-18,1046.55
USD,2017-04-18,1141
CNY,2017-04-18,164.63
KRW,2017-04-19,1
JPY,2017-04-19,1050.4
USD,2017-04-19,1139
CNY,2017-04-19,166.09
KRW,2017-04-20,1
JPY,2017-04-20,1046.35
USD,2017-04-20,1139
CNY,2017-04-20,165.95
USD,2017-04-21,1134
JPY,2017-04-21,1036.85
KRW,2017-04-21,1
CNY,2017-04-21,165.37
CNY,2017-04-24,164.69
JPY,2017-04-24,1026.57
KRW,2017-04-24,1
USD,2017-04-24,1130
USD,2017-04-25,1126
JPY,2017-04-25,1025.36
KRW,2017-04-25,1
CNY,2017-04-25,164.72
CNY,2017-04-26,163.85
JPY,2017-04-26,1012.07
KRW,2017-04-26,1
USD,2017-04-26,1124
JPY,2017-04-27,1015.52
USD,2017-04-27,1129
CNY,2017-04-27,164.38
KRW,2017-04-27,1
USD,2017-04-28,1136
JPY,2017-04-28,1021.26
KRW,2017-04-28,1
CNY,2017-04-28,164.11
CNY,2017-05-02,165.09
JPY,2017-05-02,1010.15
KRW,2017-05-02,1
USD,2017-05-02,1130
KRW,2017-05-04,1
CNY,2017-05-04,164.38
JPY,2017-05-04,1002.62
USD,2017-05-04,1130
USD,2017-05-08,1132
KRW,2017-05-08,1
CNY,2017-05-08,164.57
JPY,2017-05-08,1003.32
KRW,2017-05-10,1
CNY,2017-05-10,164.9
JPY,2017-05-10,997.67
USD,2017-05-10,1135
CNY,2017-05-11,163.99
JPY,2017-05-11,986.92
USD,2017-05-11,1128
KRW,2017-05-11,1
USD,2017-05-12,1129
KRW,2017-05-12,1
CNY,2017-05-12,162.96
JPY,2017-05-12,992.4
CNY,2017-05-15,162.92
JPY,2017-05-15,992.01
KRW,2017-05-15,1
USD,2017-05-15,1124
KRW,2017-05-16,1
JPY,2017-05-16,981.83
USD,2017-05-16,1116
CNY,2017-05-16,162.49
CNY,2017-05-17,161.91
JPY,2017-05-17,992.37
KRW,2017-05-17,1
USD,2017-05-17,1119
USD,2017-05-18,1127
CNY,2017-05-18,163.19
JPY,2017-05-18,1015.64
KRW,2017-05-18,1
USD,2017-05-19,1125
KRW,2017-05-19,1
CNY,2017-05-19,163.88
JPY,2017-05-19,1009.47
CNY,2017-05-22,162.53
JPY,2017-05-22,1006.52
KRW,2017-05-22,1
USD,2017-05-22,1119
KRW,2017-05-23,1
CNY,2017-05-23,161.92
JPY,2017-05-23,1011.03
USD,2017-05-23,1123
CNY,2017-05-24,163.29
JPY,2017-05-24,1006.26
KRW,2017-05-24,1
USD,2017-05-24,1125
JPY,2017-05-25,1003.72
KRW,2017-05-25,1
CNY,2017-05-25,162.56
USD,2017-05-25,1120
JPY,2017-05-26,1002.1
KRW,2017-05-26,1
CNY,2017-05-26,163.06
USD,2017-05-26,1120
JPY,2017-05-29,1006.92
KRW,2017-05-29,1
USD,2017-05-29,1120
CNY,2017-05-29,163.38
USD,2017-05-30,1122
KRW,2017-05-30,1
CNY,2017-05-30,163.67
JPY,2017-05-30,1008.58
CNY,2017-05-31,163.96
JPY,2017-05-31,1010.78
KRW,2017-05-31,1
USD,2017-05-31,1120
KRW,2017-06-01,1
JPY,2017-06-01,1010.16
USD,2017-06-01,1119
CNY,2017-06-01,164.32
CNY,2017-06-02,164.96
JPY,2017-06-02,1008.03
KRW,2017-06-02,1
USD,2017-06-02,1123
USD,2017-06-05,1119
CNY,2017-06-05,164.28
JPY,2017-06-05,1013.36
KRW,2017-06-05,1
KRW,2017-06-07,1
JPY,2017-06-07,1026.18
USD,2017-06-07,1123
CNY,2017-06-07,164.68
CNY,2017-06-08,165.55
JPY,2017-06-08,1024.92
KRW,2017-06-08,1
USD,2017-06-08,1125
KRW,2017-06-09,1
CNY,2017-06-09,165.29
JPY,2017-06-09,1018.23
USD,2017-06-09,1120
USD,2017-06-12,1126
KRW,2017-06-12,1
JPY,2017-06-12,1020.44
CNY,2017-06-12,165.64
KRW,2017-06-13,1
CNY,2017-06-13,166.37
JPY,2017-06-13,1029.45
USD,2017-06-13,1131
JPY,2017-06-14,1024.03
KRW,2017-06-14,1
USD,2017-06-14,1127
CNY,2017-06-14,165.76
KRW,2017-06-15,1
USD,2017-06-15,1124
CNY,2017-06-15,164.91
JPY,2017-06-15,1028.27
CNY,2017-06-16,166.14
JPY,2017-06-16,1023.72
KRW,2017-06-16,1
USD,2017-06-16,1135
KRW,2017-06-19,1
JPY,2017-06-19,1021.96
USD,2017-06-19,1133
CNY,2017-06-19,166.37
CNY,2017-06-20,166.73
JPY,2017-06-20,1018.36
KRW,2017-06-20,1
USD,2017-06-20,1137
USD,2017-06-21,1142
CNY,2017-06-21,167.23
JPY,2017-06-21,1025.73
KRW,2017-06-21,1
USD,2017-06-22,1139
KRW,2017-06-22,1
CNY,2017-06-22,167.37
JPY,2017-06-22,1023.22
CNY,2017-06-23,166.8
JPY,2017-06-23,1024.3
KRW,2017-06-23,1
USD,2017-06-23,1140
CNY,2017-06-26,165.88
JPY,2017-06-26,1019.55
KRW,2017-06-26,1
USD,2017-06-26,1134
KRW,2017-06-27,1
CNY,2017-06-27,165.77
JPY,2017-06-27,1017.12
USD,2017-06-27,1138
JPY,2017-06-28,1016.98
KRW,2017-06-28,1
CNY,2017-06-28,167.49
USD,2017-06-28,1141
JPY,2017-06-29,1014.82
USD,2017-06-29,1140
KRW,2017-06-29,1
CNY,2017-06-29,167.66
JPY,2017-06-30,1020.58
USD,2017-06-30,1143
KRW,2017-06-30,1
CNY,2017-06-30,169
USD,2017-07-03,1144
JPY,2017-07-03,1018.25
CNY,2017-07-03,168.71
KRW,2017-07-03,1
CNY,2017-07-04,169.11
JPY,2017-07-04,1014.47
KRW,2017-07-04,1
USD,2017-07-04,1150
CNY,2017-07-05,169.25
JPY,2017-07-05,1017.73
KRW,2017-07-05,1
USD,2017-07-05,1151
USD,2017-07-06,1154
JPY,2017-07-06,1019.75
CNY,2017-07-06,169.67
KRW,2017-07-06,1
CNY,2017-07-07,170.26
JPY,2017-07-07,1019.7
KRW,2017-07-07,1
USD,2017-07-07,1154
USD,2017-07-10,1150
JPY,2017-07-10,1008.9
CNY,2017-07-10,169.56
KRW,2017-07-10,1
CNY,2017-07-11,169.03
JPY,2017-07-11,1008.24
KRW,2017-07-11,1
USD,2017-07-11,1150
CNY,2017-07-12,169.06
JPY,2017-07-12,1006.54
KRW,2017-07-12,1
USD,2017-07-12,1146
CNY,2017-07-13,167.66
JPY,2017-07-13,1004.46
KRW,2017-07-13,1
USD,2017-07-13,1138
USD,2017-07-14,1134
CNY,2017-07-14,167.77
KRW,2017-07-14,1
JPY,2017-07-14,1000.13
USD,2017-07-17,1130
CNY,2017-07-17,166.77
KRW,2017-07-17,1
JPY,2017-07-17,1004.58
CNY,2017-07-18,166.77
JPY,2017-07-18,1003.39
KRW,2017-07-18,1
USD,2017-07-18,1125
USD,2017-07-19,1121
KRW,2017-07-19,1
CNY,2017-07-19,166.76
JPY,2017-07-19,1000.36
JPY,2017-07-20,1005.9
KRW,2017-07-20,1
USD,2017-07-20,1125
CNY,2017-07-20,166.63
CNY,2017-07-21,165.85
JPY,2017-07-21,1001.83
KRW,2017-07-21,1
USD,2017-07-21,1121
USD,2017-07-24,1115
JPY,2017-07-24,1003.37
CNY,2017-07-24,165.37
KRW,2017-07-24,1
CNY,2017-07-25,165.31
JPY,2017-07-25,1003.91
KRW,2017-07-25,1
USD,2017-07-25,1116
CNY,2017-07-26,165.91
JPY,2017-07-26,1001.03
KRW,2017-07-26,1
USD,2017-07-26,1120
USD,2017-07-27,1113
KRW,2017-07-27,1
CNY,2017-07-27,164.8
JPY,2017-07-27,1001.26
CNY,2017-07-28,165.66
JPY,2017-07-28,1008.18
KRW,2017-07-28,1
USD,2017-07-28,1121
CNY,2017-07-31,166.98
JPY,2017-07-31,1013.97
KRW,2017-07-31,1
USD,2017-07-31,1121
USD,2017-08-01,1120
JPY,2017-08-01,1015.09
CNY,2017-08-01,166.51
KRW,2017-08-01,1
CNY,2017-08-02,167.02
JPY,2017-08-02,1016.81
KRW,2017-08-02,1
USD,2017-08-02,1122
CNY,2017-08-03,167.07
JPY,2017-08-03,1017.38
KRW,2017-08-03,1
USD,2017-08-03,1127
USD,2017-08-04,1125
JPY,2017-08-04,1023.29
CNY,2017-08-04,168.09
KRW,2017-08-04,1
CNY,2017-08-07,167.79
JPY,2017-08-07,1019.18
KRW,2017-08-07,1
USD,2017-08-07,1129
CNY,2017-08-08,167.68
JPY,2017-08-08,1017.61
KRW,2017-08-08,1
USD,2017-08-08,1127
USD,2017-08-09,1137
JPY,2017-08-09,1032.32
CNY,2017-08-09,168.35
KRW,2017-08-09,1
CNY,2017-08-10,170.67
JPY,2017-08-10,1039.33
KRW,2017-08-10,1
USD,2017-08-10,1143
CNY,2017-08-11,172.25
JPY,2017-08-11,1048.77
KRW,2017-08-11,1
USD,2017-08-11,1145
USD,2017-08-14,1139
JPY,2017-08-14,1043.23
CNY,2017-08-14,171.51
KRW,2017-08-14,1
CNY,2017-08-16,169.92
JPY,2017-08-16,1030.79
KRW,2017-08-16,1
USD,2017-08-16,1140
USD,2017-08-17,1136
CNY,2017-08-17,169.77
KRW,2017-08-17,1
JPY,2017-08-17,1031.93
CNY,2017-08-18,171.08
JPY,2017-08-18,1042.78
KRW,2017-08-18,1
USD,2017-08-18,1142
CNY,2017-08-21,170.74
JPY,2017-08-21,1041.18
KRW,2017-08-21,1
USD,2017-08-21,1139
CNY,2017-08-22,170.73
JPY,2017-08-22,1040.18
KRW,2017-08-22,1
USD,2017-08-22,1134
USD,2017-08-23,1129
KRW,2017-08-23,1
JPY,2017-08-23,1029.12
CNY,2017-08-23,170.06
USD,2017-08-24,1128
CNY,2017-08-24,169.4
KRW,2017-08-24,1
JPY,2017-08-24,1035.91
CNY,2017-08-25,169.32
JPY,2017-08-25,1029.62
KRW,2017-08-25,1
USD,2017-08-25,1128
USD,2017-08-28,1122
KRW,2017-08-28,1
CNY,2017-08-28,168.73
JPY,2017-08-28,1026.67
JPY,2017-08-29,1037.23
KRW,2017-08-29,1
USD,2017-08-29,1127
CNY,2017-08-29,169.33
CNY,2017-08-30,170.54
JPY,2017-08-30,1026.13
KRW,2017-08-30,1
USD,2017-08-30,1125
USD,2017-08-31,1128
JPY,2017-08-31,1022.16
CNY,2017-08-31,170.45
KRW,2017-08-31,1
CNY,2017-09-01,170.57
JPY,2017-09-01,1021.31
KRW,2017-09-01,1
USD,2017-09-01,1124
CNY,2017-09-04,171.07
JPY,2017-09-04,1029.1
KRW,2017-09-04,1
USD,2017-09-04,1130
USD,2017-09-05,1132
KRW,2017-09-05,1
CNY,2017-09-05,173.33
JPY,2017-09-05,1031.95
CNY,2017-09-06,173.28
JPY,2017-09-06,1043.33
KRW,2017-09-06,1
USD,2017-09-06,1133
CNY,2017-09-07,173.67
JPY,2017-09-07,1034.02
KRW,2017-09-07,1
USD,2017-09-07,1129
USD,2017-09-08,1128
CNY,2017-09-08,173.9
JPY,2017-09-08,1047.74
KRW,2017-09-08,1
CNY,2017-09-11,174.65
JPY,2017-09-11,1045.39
KRW,2017-09-11,1
USD,2017-09-11,1132
USD,2017-09-12,1131
CNY,2017-09-12,173.21
JPY,2017-09-12,1034.91
KRW,2017-09-12,1
CNY,2017-09-13,172.76
JPY,2017-09-13,1024.36
KRW,2017-09-13,1
USD,2017-09-13,1129
CNY,2017-09-14,173.01
JPY,2017-09-14,1024.71
KRW,2017-09-14,1
USD,2017-09-14,1132
USD,2017-09-15,1135
JPY,2017-09-15,1031.21
CNY,2017-09-15,173.13
KRW,2017-09-15,1
CNY,2017-09-18,173.07
JPY,2017-09-18,1013.78
KRW,2017-09-18,1
USD,2017-09-18,1126
CNY,2017-09-19,171.89
JPY,2017-09-19,1013.86
KRW,2017-09-19,1
USD,2017-09-19,1130
USD,2017-09-20,1131
CNY,2017-09-20,171.79
JPY,2017-09-20,1014.12
KRW,2017-09-20,1
USD,2017-09-21,1132
CNY,2017-09-21,172.17
JPY,2017-09-21,1007.16
KRW,2017-09-21,1
CNY,2017-09-22,171.93
JPY,2017-09-22,1015.81
KRW,2017-09-22,1
USD,2017-09-22,1137
CNY,2017-09-25,171.9
JPY,2017-09-25,1008.81
KRW,2017-09-25,1
USD,2017-09-25,1133
USD,2017-09-26,1135
KRW,2017-09-26,1
JPY,2017-09-26,1015.71
CNY,2017-09-26,171.42
CNY,2017-09-27,171.39
JPY,2017-09-27,1013.58
KRW,2017-09-27,1
USD,2017-09-27,1138
CNY,2017-09-28,172.23
KRW,2017-09-28,1
USD,2017-09-28,1148
JPY,2017-09-28,1017.32
CNY,2017-09-29,172.12
JPY,2017-09-29,1020.69
KRW,2017-09-29,1
USD,2017-09-29,1147
CNY,2017-10-10,172.82
JPY,2017-10-10,1009.14
KRW,2017-10-10,1
USD,2017-10-10,1137
CNY,2017-10-11,172.72
JPY,2017-10-11,1010.15
KRW,2017-10-11,1
USD,2017-10-11,1135
USD,2017-10-12,1133
JPY,2017-10-12,1007.16
KRW,2017-10-12,1
CNY,2017-10-12,171.93
KRW,2017-10-13,1
CNY,2017-10-13,171.83
JPY,2017-10-13,1008.24
USD,2017-10-13,1132
JPY,2017-10-16,1007.01
USD,2017-10-16,1127
KRW,2017-10-16,1
CNY,2017-10-16,171.29
CNY,2017-10-17,171.33
JPY,2017-10-17,1006.01
KRW,2017-10-17,1
USD,2017-10-17,1129
KRW,2017-10-18,1
CNY,2017-10-18,170.76
JPY,2017-10-18,1008.34
USD,2017-10-18,1131
JPY,2017-10-19,1002.3
USD,2017-10-19,1133
KRW,2017-10-19,1
CNY,2017-10-19,170.96
CNY,2017-10-20,170.68
JPY,2017-10-20,1001.33
KRW,2017-10-20,1
USD,2017-10-20,1133
CNY,2017-10-23,171.14
JPY,2017-10-23,995.3
KRW,2017-10-23,1
USD,2017-10-23,1133
KRW,2017-10-24,1
CNY,2017-10-24,170.34
JPY,2017-10-24,997.44
USD,2017-10-24,1131
KRW,2017-10-25,1
USD,2017-10-25,1127
JPY,2017-10-25,989.12
CNY,2017-10-25,170.44
CNY,2017-10-26,169.91
JPY,2017-10-26,989.13
KRW,2017-10-26,1
USD,2017-10-26,1124
KRW,2017-10-27,1
CNY,2017-10-27,169.97
JPY,2017-10-27,989.35
USD,2017-10-27,1129
USD,2017-10-30,1126
KRW,2017-10-30,1
JPY,2017-10-30,990.06
CNY,2017-10-30,169.29
CNY,2017-10-31,169.27
JPY,2017-10-31,990.63
KRW,2017-10-31,1
USD,2017-10-31,1121
CNY,2017-11-01,168.51
JPY,2017-11-01,983.68
USD,2017-11-01,1118
KRW,2017-11-01,1
USD,2017-11-02,1111
KRW,2017-11-02,1
JPY,2017-11-02,973.49
CNY,2017-11-02,168.26
CNY,2017-11-03,168.41
JPY,2017-11-03,975.84
KRW,2017-11-03,1
USD,2017-11-03,1113
CNY,2017-11-06,168.25
JPY,2017-11-06,978.24
KRW,2017-11-06,1
USD,2017-11-06,1117
KRW,2017-11-07,1
USD,2017-11-07,1112
JPY,2017-11-07,977.11
CNY,2017-11-07,167.63
CNY,2017-11-08,168.08
JPY,2017-11-08,980.45
KRW,2017-11-08,1
USD,2017-11-08,1116
CNY,2017-11-09,168.08
JPY,2017-11-09,978.27
KRW,2017-11-09,1
USD,2017-11-09,1114
CNY,2017-11-10,168.52
KRW,2017-11-10,1
USD,2017-11-10,1119
JPY,2017-11-10,986.6
KRW,2017-11-13,1
USD,2017-11-13,1121
JPY,2017-11-13,986.45
CNY,2017-11-13,168.79
CNY,2017-11-14,168.67
JPY,2017-11-14,985.87
KRW,2017-11-14,1
USD,2017-11-14,1120
KRW,2017-11-15,1
CNY,2017-11-15,168.17
JPY,2017-11-15,983.78
USD,2017-11-15,1116
USD,2017-11-16,1102
KRW,2017-11-16,1
JPY,2017-11-16,976.43
CNY,2017-11-16,166.99
KRW,2017-11-17,1
CNY,2017-11-17,165.45
JPY,2017-11-17,974.25
USD,2017-11-17,1097
JPY,2017-11-20,979.53
CNY,2017-11-20,165.7
KRW,2017-11-20,1
USD,2017-11-20,1098
USD,2017-11-21,1097
KRW,2017-11-21,1
JPY,2017-11-21,974.5
CNY,2017-11-21,165.34
CNY,2017-11-22,164.57
JPY,2017-11-22,970.17
KRW,2017-11-22,1
USD,2017-11-22,1091
KRW,2017-11-23,1
CNY,2017-11-23,164.3
JPY,2017-11-23,976.31
USD,2017-11-23,1086
CNY,2017-11-24,164.96
JPY,2017-11-24,976.31
KRW,2017-11-24,1
USD,2017-11-24,1086
JPY,2017-11-27,971.66
CNY,2017-11-27,164.34
USD,2017-11-27,1085
KRW,2017-11-27,1
KRW,2017-11-28,1
JPY,2017-11-28,976.09
USD,2017-11-28,1084
CNY,2017-11-28,165.54
KRW,2017-11-29,1
USD,2017-11-29,1076
JPY,2017-11-29,964.98
CNY,2017-11-29,164.06
CNY,2017-11-30,163.71
JPY,2017-11-30,969.73
KRW,2017-11-30,1
USD,2017-11-30,1086
CNY,2017-12-01,164.54
JPY,2017-12-01,965.74
KRW,2017-12-01,1
USD,2017-12-01,1088
USD,2017-12-04,1088
KRW,2017-12-04,1
JPY,2017-12-04,964.33
CNY,2017-12-04,163.82
CNY,2017-12-05,164.21
JPY,2017-12-05,962.92
KRW,2017-12-05,1
USD,2017-12-05,1083
CNY,2017-12-06,164.38
JPY,2017-12-06,973.78
KRW,2017-12-06,1
USD,2017-12-06,1092
JPY,2017-12-07,971.94
CNY,2017-12-07,165.54
KRW,2017-12-07,1
USD,2017-12-07,1091
USD,2017-12-08,1094
KRW,2017-12-08,1
JPY,2017-12-08,967.24
CNY,2017-12-08,165.28
CNY,2017-12-11,164.93
JPY,2017-12-11,961.14
KRW,2017-12-11,1
USD,2017-12-11,1092
KRW,2017-12-12,1
CNY,2017-12-12,164.54
JPY,2017-12-12,959.09
USD,2017-12-12,1089
USD,2017-12-13,1093
KRW,2017-12-13,1
JPY,2017-12-13,962.4
CNY,2017-12-13,165.07
KRW,2017-12-14,1
CNY,2017-12-14,163.97
JPY,2017-12-14,966.33
USD,2017-12-14,1089
JPY,2017-12-15,970.44
CNY,2017-12-15,164.92
KRW,2017-12-15,1
USD,2017-12-15,1090
JPY,2017-12-18,966.5
CNY,2017-12-18,164.77
KRW,2017-12-18,1
USD,2017-12-18,1089
USD,2017-12-19,1087
JPY,2017-12-19,965.71
KRW,2017-12-19,1
CNY,2017-12-19,164.29
CNY,2017-12-20,164.43
JPY,2017-12-20,958.54
KRW,2017-12-20,1
USD,2017-12-20,1082
CNY,2017-12-21,164.17
JPY,2017-12-21,952.84
KRW,2017-12-21,1
USD,2017-12-21,1080
USD,2017-12-22,1081
KRW,2017-12-22,1
JPY,2017-12-22,953.56
CNY,2017-12-22,164.17
CNY,2017-12-26,164.84
JPY,2017-12-26,951.33
KRW,2017-12-26,1
USD,2017-12-26,1078
CNY,2017-12-27,164.4
JPY,2017-12-27,950.4
KRW,2017-12-27,1
USD,2017-12-27,1076
KRW,2017-12-28,1
USD,2017-12-28,1072
JPY,2017-12-28,946.62
CNY,2017-12-28,164.11
CNY,2017-12-29,163.78
JPY,2017-12-29,947.87
KRW,2017-12-29,1
USD,2017-12-29,1070
KRW,2018-01-02,1
CNY,2018-01-02,164.14
JPY,2018-01-02,944.48
